run_id,age,filename,n_nodes,n_edges,density,top_hub,top_hub_weighted_in_degree,param__kappa_MproTa,param__kappa_MhproTa,param__kappa_TbMpro,param__kappa_TaManti,param__d_ABoo,param__AP
0,30.0,graph_age030.0.graphml,22,10,0.021645021645021644,ABm,3.172328896284015,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,31.0,graph_age031.0.graphml,22,80,0.17316017316017315,ABm,3.1715170582585315,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,32.0,graph_age032.0.graphml,22,80,0.17316017316017315,ABm,3.1687814786200215,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,33.0,graph_age033.0.graphml,22,84,0.18181818181818182,ABm,3.166352077153374,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,34.0,graph_age034.0.graphml,22,84,0.18181818181818182,ABm,3.1650926846611935,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,35.0,graph_age035.0.graphml,22,85,0.18398268398268397,Fi,3.2819691736712033,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,36.0,graph_age036.0.graphml,22,85,0.18398268398268397,Fi,3.859235087005561,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,37.0,graph_age037.0.graphml,22,85,0.18398268398268397,Fi,4.3301868338464375,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,38.0,graph_age038.0.graphml,22,85,0.18398268398268397,Fi,4.705917398630815,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,39.0,graph_age039.0.graphml,22,85,0.18398268398268397,Fi,5.000812345087782,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,40.0,graph_age040.0.graphml,22,86,0.18614718614718614,Fi,5.229367245873776,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,41.0,graph_age041.0.graphml,22,86,0.18614718614718614,M_pro,5.758172014571486,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,42.0,graph_age042.0.graphml,22,86,0.18614718614718614,M_pro,6.384061556351426,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,43.0,graph_age043.0.graphml,22,86,0.18614718614718614,M_pro,6.972644043820149,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,44.0,graph_age044.0.graphml,22,86,0.18614718614718614,M_pro,7.521838544136265,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,45.0,graph_age045.0.graphml,22,86,0.18614718614718614,M_pro,8.03208742005825,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,46.0,graph_age046.0.graphml,22,86,0.18614718614718614,M_pro,8.505165594470977,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,47.0,graph_age047.0.graphml,22,86,0.18614718614718614,M_pro,8.943450250473248,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,48.0,graph_age048.0.graphml,22,86,0.18614718614718614,M_pro,9.349498235774835,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,49.0,graph_age049.0.graphml,22,86,0.18614718614718614,M_pro,9.725815092233782,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,50.0,graph_age050.0.graphml,22,86,0.18614718614718614,M_pro,10.07475120519298,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,51.0,graph_age051.0.graphml,22,86,0.18614718614718614,M_pro,10.398465205864712,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,52.0,graph_age052.0.graphml,22,86,0.18614718614718614,M_pro,10.69891778071908,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,53.0,graph_age053.0.graphml,22,86,0.18614718614718614,M_pro,10.977883015545578,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,54.0,graph_age054.0.graphml,22,86,0.18614718614718614,M_pro,11.236966040201366,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,55.0,graph_age055.0.graphml,22,86,0.18614718614718614,M_pro,11.477621820384156,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,56.0,graph_age056.0.graphml,22,86,0.18614718614718614,M_pro,11.701170576137972,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,57.0,graph_age057.0.graphml,22,86,0.18614718614718614,M_pro,11.90881174837074,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,58.0,graph_age058.0.graphml,22,86,0.18614718614718614,M_pro,12.101635941354612,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,59.0,graph_age059.0.graphml,22,86,0.18614718614718614,M_pro,12.280635460159797,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,60.0,graph_age060.0.graphml,22,86,0.18614718614718614,M_pro,12.44671301722511,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,61.0,graph_age061.0.graphml,22,86,0.18614718614718614,M_pro,12.6006894672978,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,62.0,graph_age062.0.graphml,22,86,0.18614718614718614,M_pro,12.743311148088427,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,63.0,graph_age063.0.graphml,22,86,0.18614718614718614,M_pro,12.875256865127533,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,64.0,graph_age064.0.graphml,22,86,0.18614718614718614,M_pro,12.997144493223487,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,65.0,graph_age065.0.graphml,22,86,0.18614718614718614,M_pro,13.109537074522985,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,66.0,graph_age066.0.graphml,22,86,0.18614718614718614,M_pro,13.212948189189671,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,67.0,graph_age067.0.graphml,22,86,0.18614718614718614,M_pro,13.307847539357455,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,68.0,graph_age068.0.graphml,22,86,0.18614718614718614,M_pro,13.394665873913745,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
0,69.0,graph_age069.0.graphml,22,86,0.18614718614718614,M_pro,13.473799604783684,0.1660934072833945,0.11583176596280785,0.35757937597341477,0.3092104087178092,0.09618990327472114,0.0
